destination,current_price,duration_minutes,stops_count,travel_class,offer_type,airline,departure_hour,profile,recommendation_score
Dubai,704.2,470,1,standard,standard,Vueling,17,budget,28
Dubai,620.05,312,0,eco,eco,Lufthansa,17,budget,56
Dubai,496.61,316,0,eco,eco,Vueling,19,budget,97
Dubai,773.85,370,0,standard,standard,Qatar Airways,17,comfort,80
Dubai,744.08,393,1,standard,standard,Qatar Airways,19,comfort,49
Dubai,830.2,493,1,standard,standard,Lufthansa,9,comfort,33
Dubai,704.2,470,1,standard,standard,Vueling,17,comfort,40
Dubai,620.05,312,0,eco,eco,Lufthansa,17,comfort,83
Dubai,496.61,316,0,eco,eco,Vueling,19,comfort,100
Dubai,773.85,370,0,standard,standard,Qatar Airways,17,balanced,66
Dubai,744.08,393,1,standard,standard,Qatar Airways,19,balanced,35
Dubai,830.2,493,1,standard,standard,Lufthansa,9,balanced,35
Dubai,704.2,470,1,standard,standard,Vueling,17,balanced,30
Dubai,620.05,312,0,eco,eco,Lufthansa,17,balanced,81
Dubai,496.61,316,0,eco,eco,Vueling,19,balanced,100
London,595.59,161,0,flex,flex,Qatar Airways,18,budget,51
London,354.08,174,0,economy,standard,Air France,11,budget,93
London,510.66,171,0,flex,flex,Lufthansa,17,budget,63
London,413.36,227,1,eco,eco,Emirates,11,budget,44
London,365.83,217,0,economy,standard,Qatar Airways,21,budget,89
London,456.37,273,1,economy,standard,Lufthansa,8,budget,39
London,378.58,176,0,eco,eco,Lufthansa,9,budget,91
London,595.59,161,0,flex,flex,Qatar Airways,18,comfort,100
London,354.08,174,0,economy,standard,Air France,11,comfort,60
London,510.66,171,0,flex,flex,Lufthansa,17,comfort,85
London,413.36,227,1,eco,eco,Emirates,11,comfort,26
London,365.83,217,0,economy,standard,Qatar Airways,21,comfort,40
London,456.37,273,1,economy,standard,Lufthansa,8,comfort,25
London,378.58,176,0,eco,eco,Lufthansa,9,comfort,51
London,595.59,161,0,flex,flex,Qatar Airways,18,balanced,63
London,354.08,174,0,economy,standard,Air France,11,balanced,94
London,510.66,171,0,flex,flex,Lufthansa,17,balanced,67
London,413.36,227,1,eco,eco,Emirates,11,balanced,40
London,365.83,217,0,economy,standard,Qatar Airways,21,balanced,82
London,456.37,273,1,economy,standard,Lufthansa,8,balanced,33
London,378.58,176,0,eco,eco,Lufthansa,9,balanced,93
New York,1202.84,640,0,economy,standard,Emirates,11,budget,51
New York,1330.66,653,0,eco,eco,Emirates,19,budget,34
New York,931.52,635,0,economy,standard,Tunisair,11,budget,100
New York,1191.83,691,1,standard,standard,Air France,19,budget,27
New York,1171.99,627,0,standard,standard,Lufthansa,16,budget,55
New York,901.69,736,1,flex,flex,Transavia,12,budget,66
New York,1202.84,640,0,economy,standard,Emirates,11,comfort,72
New York,1330.66,653,0,eco,eco,Emirates,19,comfort,59
New York,931.52,635,0,economy,standard,Tunisair,11,comfort,69
New York,1191.83,691,1,standard,standard,Air France,19,comfort,36
New York,1171.99,627,0,standard,standard,Lufthansa,16,comfort,100
New York,901.69,736,1,flex,flex,Transavia,12,comfort,38
New York,1202.84,640,0,economy,standard,Emirates,11,balanced,62
New York,1330.66,653,0,eco,eco,Emirates,19,balanced,41
New York,931.52,635,0,economy,standard,Tunisair,11,balanced,89
New York,1191.83,691,1,standard,standard,Air France,19,balanced,27
New York,1171.99,627,0,standard,standard,Lufthansa,16,balanced,52
New York,901.69,736,1,flex,flex,Transavia,12,balanced,28
Cairo,489.65,217,0,flex,flex,ITA Airways,12,budget,100
Cairo,325.41,346,1,economy,standard,Air France,17,budget,89
Cairo,499.9,246,0,standard,standard,Qatar Airways,18,budget,68
Cairo,555.34,330,2,standard,standard,Air France,6,budget,29
Cairo,479.03,245,0,flex,flex,Qatar Airways,23,budget,68
Cairo,489.65,217,0,flex,flex,ITA Airways,12,comfort,100
Cairo,325.41,346,1,economy,standard,Air France,17,comfort,39
Cairo,499.9,246,0,standard,standard,Qatar Airways,18,comfort,73
Cairo,555.34,330,2,standard,standard,Air France,6,comfort,18
Cairo,479.03,245,0,flex,flex,Qatar Airways,23,comfort,83
Cairo,489.65,217,0,flex,flex,ITA Airways,12,balanced,94
Cairo,325.41,346,1,economy,standard,Air France,17,balanced,73
Cairo,499.9,246,0,standard,standard,Qatar Airways,18,balanced,78
Cairo,555.34,330,2,standard,standard,Air France,6,balanced,24
Cairo,479.03,245,0,flex,flex,Qatar Airways,23,balanced,88
Cairo,366.91,239,0,economy,standard,Qatar Airways,10,budget,57
Cairo,331.89,320,1,economy,standard,Vueling,11,budget,35
Cairo,295.19,253,1,economy,standard,Tunisair,11,budget,64
Cairo,269.55,231,0,economy,standard,Vueling,18,budget,100
Cairo,449.7,310,2,standard,standard,Lufthansa,11,budget,33
Cairo,523.87,234,0,economy,standard,Emirates,18,budget,30
Cairo,407.22,210,0,standard,standard,Emirates,16,budget,49
Cairo,366.91,239,0,economy,standard,Qatar Airways,10,comfort,49
Cairo,331.89,320,1,economy,standard,Vueling,11,comfort,20
Cairo,295.19,253,1,economy,standard,Tunisair,11,comfort,30
Cairo,269.55,231,0,economy,standard,Vueling,18,comfort,48
Cairo,449.7,310,2,standard,standard,Lufthansa,11,comfort,30
Cairo,523.87,234,0,economy,standard,Emirates,18,comfort,50
Cairo,407.22,210,0,standard,standard,Emirates,16,comfort,100
Cairo,366.91,239,0,economy,standard,Qatar Airways,10,balanced,77
Cairo,331.89,320,1,economy,standard,Vueling,11,balanced,41
Cairo,295.19,253,1,economy,standard,Tunisair,11,balanced,58
Cairo,269.55,231,0,economy,standard,Vueling,18,balanced,96
Cairo,449.7,310,2,standard,standard,Lufthansa,11,balanced,23
Cairo,523.87,234,0,economy,standard,Emirates,18,balanced,50
Cairo,407.22,210,0,standard,standard,Emirates,16,balanced,94
Paris,153.2,136,0,eco,eco,Transavia,23,budget,98
Paris,260.01,195,1,eco,eco,Vueling,19,budget,41
Paris,222.22,148,0,eco,eco,Vueling,8,budget,74
Paris,229.25,163,0,flex,flex,Transavia,8,budget,73
Paris,334.79,267,2,economy,standard,Turkish Airlines,20,budget,24
